mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,mfcc_14_mean,mfcc_15_mean,mfcc_16_mean,mfcc_17_mean,mfcc_18_mean,mfcc_19_mean,mfcc_20_mean,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,mfcc_13_std,mfcc_14_std,mfcc_15_std,mfcc_16_std,mfcc_17_std,mfcc_18_std,mfcc_19_std,mfcc_20_std,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,chroma_1_std,chroma_2_std,chroma_3_std,chroma_4_std,chroma_5_std,chroma_6_std,chroma_7_std,chroma_8_std,chroma_9_std,chroma_10_std,chroma_11_std,chroma_12_std,spectral_centroid_mean,spectral_centroid_std,zero_crossing_rate_mean,zero_crossing_rate_std,rms_energy_mean,rms_energy_std,genre,filename,file_path
-104.37176,136.39383,-20.940239,52.86117,2.025889,20.42771,-11.619367,17.663803,-15.735388,11.049825,-11.3204365,3.6714113,-6.4964943,0.03771146,-2.0411677,2.1937988,-7.11224,1.8450243,1.6776917,-1.4936905,45.806988,29.686123,19.44081,14.562285,14.043578,13.003778,10.449577,8.897998,8.785829,9.9852085,7.9876595,8.954608,8.072763,8.3279085,7.750217,8.413933,8.040977,7.355467,7.4562616,8.050452,0.4568869,0.2829989,0.29934883,0.26371104,0.35568476,0.3662669,0.35791498,0.5967021,0.40349552,0.38150218,0.26300347,0.37375605,0.32672423,0.21552621,0.28493235,0.2266535,0.2805515,0.30495992,0.22415791,0.3483394,0.25203076,0.2982424,0.20251453,0.30026475,1474.927396796844,585.9901652275937,0.06299281636996903,0.031171800922215564,0.20664184,0.05497841,country,country.00094.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\country\country.00094.wav
-124.83957,127.38223,-23.38181,47.360462,0.56311065,15.991255,-9.954187,16.180136,-16.72955,6.785199,-8.187069,3.2049851,-1.5920393,-2.1546216,-3.5263731,2.2071302,-1.40757,-1.6892781,-1.0261394,-2.627463,51.131958,26.91459,17.705463,14.4324045,15.253428,14.522318,11.276168,9.47146,13.381936,10.256741,10.332898,8.575233,8.141549,7.8534555,8.177947,7.134543,7.401476,7.515424,7.028838,6.5912004,0.27276367,0.26624575,0.45470455,0.3458337,0.3362535,0.39447436,0.28711367,0.38286996,0.25818568,0.37224376,0.33290523,0.2404601,0.28386414,0.221643,0.35349965,0.2970107,0.2817283,0.3571253,0.22871554,0.35916904,0.22315545,0.33476672,0.31828737,0.23142046,1555.9530444453296,640.4287684077924,0.0672293742743808,0.05846037972127683,0.17533581,0.07036883,country,country.00095.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\country\country.00095.wav
-69.88548,124.21146,-32.470196,47.69471,1.3983787,22.61767,-8.754297,21.44351,-15.66597,15.7432,-12.427222,9.581969,-9.056125,2.8903322,-3.1964307,5.8301554,-5.6160216,4.1652937,0.12036095,-1.7134392,48.371075,24.101324,18.16121,12.923351,11.187574,10.286856,12.288327,9.057707,9.450053,9.340477,8.1340885,8.758307,7.332409,8.12769,8.087359,7.088053,7.14016,7.276,7.429377,7.2423983,0.24956484,0.2899128,0.5823785,0.25242445,0.21662244,0.18787028,0.3640431,0.5042923,0.2816547,0.39392558,0.24260981,0.34329474,0.2653021,0.20181611,0.36205593,0.19446313,0.2421148,0.18212235,0.26524422,0.342156,0.20769547,0.33754617,0.21174307,0.33727372,1754.1360136048193,570.2404007225132,0.09739925986842106,0.04570086341082459,0.2179833,0.058796052,country,country.00096.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\country\country.00096.wav
-148.44179,126.859146,-19.540855,52.85061,8.579708,17.89102,-8.081844,17.78146,-15.505312,13.504546,-10.957894,9.476343,-1.924605,1.8717725,-2.6637006,3.3802795,-3.5191011,2.1003568,2.08825,-0.1079625,61.288982,31.49563,23.127457,13.580147,14.673587,13.162113,11.946433,9.912322,9.238117,10.682808,10.118951,9.592884,8.057339,9.362829,9.36022,7.765047,8.697391,8.108933,7.66099,7.933832,0.35500053,0.27416712,0.34448713,0.26762024,0.29562724,0.47919792,0.3278706,0.3983262,0.36954924,0.44574976,0.34831738,0.27008086,0.3040513,0.22492827,0.3232499,0.2391171,0.23235261,0.38787884,0.23668905,0.33844063,0.26622993,0.33910683,0.30913413,0.24909408,1560.8796813263718,762.9451385070851,0.06718742441466719,0.052161440448583236,0.15299171,0.053277474,country,country.00097.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\country\country.00097.wav
-139.62306,128.79353,-20.24936,49.443615,-2.1603606,16.988024,-8.355296,9.8182955,-20.150694,2.501784,-11.247767,3.766037,-6.4246874,-3.3514197,-2.8953953,1.9763129,-4.182942,1.3833524,2.4402022,-3.6237288,45.49526,24.309814,19.193722,14.493298,13.393883,12.290565,10.178516,9.473795,8.918425,11.671319,9.123551,8.2377825,9.55929,10.65717,9.298598,8.3806305,8.868299,8.355197,8.373888,7.9774604,0.3236798,0.18547021,0.2402049,0.18311337,0.30118397,0.32276833,0.2584779,0.43637133,0.23537485,0.26238176,0.17992674,0.32197133,0.33532962,0.19755289,0.29097578,0.18714432,0.32141304,0.36889964,0.20599505,0.38246986,0.19639309,0.3158406,0.17709662,0.33449885,1425.2635079969477,517.9368714789694,0.0617449025251548,0.030974684731440178,0.17611368,0.0602844,country,country.00098.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\country\country.00098.wav
-42.16572,106.27832,-24.220884,44.671467,-12.33506,20.518545,-16.044445,18.488562,-18.78101,15.5109005,-15.4647255,8.930742,-9.987847,6.9245358,-8.796884,4.5718284,-9.043404,1.060687,-6.4489336,-0.99137646,45.279137,23.967136,16.103573,12.301298,11.211257,10.036339,8.96815,8.113114,9.062542,8.323086,7.763075,7.9206567,6.9502897,7.566187,7.4467187,7.089153,6.8902674,6.966466,6.396697,6.966927,0.32071295,0.44313294,0.3223196,0.33507106,0.31806862,0.42882177,0.6389222,0.35508242,0.33893925,0.29765472,0.34263745,0.43075886,0.22581396,0.3099592,0.25819144,0.26593506,0.23090495,0.27663344,0.3307076,0.23801075,0.28225964,0.25268975,0.248891,0.32679227,2157.205776680438,582.2423238400174,0.1082567150009675,0.0538803185365032,0.22073805,0.06506852,country,country.00099.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\country\country.00099.wav
-111.17791,94.0352,12.515315,16.740261,8.181678,15.667253,-1.3758587,7.0394297,0.97360945,-1.4805396,-3.0693026,-5.068189,-3.6841273,0.23450822,-2.0857086,-1.8237208,-5.340757,1.2517449,-5.591701,-3.628164,66.438934,37.871117,23.741705,14.094525,12.489453,12.048631,10.653086,9.045897,7.603946,7.4567857,8.831935,8.456354,7.2736974,7.622046,7.263236,6.2939773,5.7054768,6.475608,6.461016,5.55894,0.31771174,0.3926256,0.5103671,0.43437436,0.493037,0.48159096,0.57621944,0.47891253,0.42832303,0.41171634,0.3687953,0.45673332,0.22167766,0.27255625,0.30267686,0.254909,0.35437343,0.2987616,0.31239048,0.27871573,0.27963096,0.32707068,0.26005295,0.28032044,2297.0855298395068,948.6640183950326,0.09633501838235294,0.0838646739684809,0.14226125,0.06436499,disco,disco.00000.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00000.wav
-28.934706,51.971786,-7.610495,21.605564,8.12836,18.120981,6.8754973,6.5840025,0.7281347,11.147646,-1.8413448,1.6686252,-2.6266403,-1.3988687,-3.6203117,0.1959262,-0.5023109,2.492097,-3.4764967,-0.12979744,33.86998,22.905817,19.509706,13.463021,8.937068,9.705296,8.7664385,7.335912,6.917201,7.793642,6.460947,6.766512,6.5252886,6.5499487,6.659523,7.844925,9.606482,9.0667925,8.20195,9.076605,0.40078607,0.32226464,0.35982364,0.4585121,0.5937228,0.4155084,0.35460907,0.3813984,0.431287,0.47152758,0.32709128,0.42587662,0.30554128,0.2579835,0.2922469,0.28823763,0.3377749,0.27829593,0.2594854,0.28355265,0.2677392,0.31131557,0.22435266,0.29884225,3290.4921281244474,744.6417283018883,0.18854685685952013,0.066283854618143,0.1770407,0.051041674,disco,disco.00001.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00001.wav
-53.18525,57.17846,21.168882,11.324465,18.122362,1.6665679,0.34381622,2.3195996,-5.109741,2.7499394,3.1528792,-5.519139,-3.1672285,-0.5232683,-2.650019,-1.9904132,-1.2388086,-3.3710387,-3.7308135,-1.440452,36.931644,16.297314,15.47667,16.21406,11.150679,9.779764,8.914762,7.1192427,9.248679,7.28292,7.625418,7.180522,7.018531,5.7224674,6.0715156,5.0185175,5.1943374,5.979253,7.823015,7.194698,0.3196161,0.31199935,0.37137848,0.37141046,0.51609284,0.50699925,0.5736419,0.43112803,0.36442333,0.44369724,0.33521715,0.39714065,0.25417882,0.22455633,0.28985208,0.25798962,0.31985024,0.2836239,0.31526366,0.30254284,0.23884101,0.31776375,0.2357181,0.28765586,3591.73383244625,705.6884854773801,0.1533482790731424,0.06720628911920071,0.16131842,0.04676909,disco,disco.00002.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00002.wav
-44.234295,52.219402,3.3025827,43.808002,12.616858,24.422096,4.970884,15.33408,2.0627646,10.375376,-1.5161041,8.84058,0.42485905,4.697436,-1.7848299,2.9537394,-2.0194726,-3.3882825,-4.1944323,-0.421686,56.28437,26.70461,25.480942,13.760934,11.302897,11.932546,7.465121,7.004606,6.1373334,7.378914,6.424958,5.779076,6.032938,6.030145,5.8095903,5.9445505,5.6800323,6.6249843,6.878186,7.3088775,0.6620764,0.45901772,0.35728666,0.39380544,0.4062562,0.42873144,0.35109174,0.48526818,0.48363805,0.6118593,0.69334626,0.6055483,0.300374,0.2455001,0.23291616,0.27313116,0.21112496,0.2574904,0.19970241,0.25619808,0.23125002,0.28588274,0.2878343,0.23305811,3048.5690425083776,883.8705078229883,0.14965177837171054,0.06873719532901394,0.19658779,0.045571957,disco,disco.00003.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00003.wav
-83.583496,64.47946,5.655918,2.7011647,0.7903161,6.1708026,1.892269,1.9798596,-1.816445,1.8574665,2.459876,-0.22793385,2.9555101,-3.3824587,-0.87964565,0.044985462,-1.571096,0.55798125,0.30237278,-2.7803588,46.316307,20.146128,19.588785,13.828344,12.94179,9.621339,8.688805,8.075958,8.848039,8.315768,8.2303295,6.6934185,6.7731566,6.508726,6.7010517,6.566717,7.5144863,6.9557776,7.605074,6.912785,0.29647678,0.34770146,0.2833203,0.3725786,0.42999244,0.32134348,0.4173686,0.32008016,0.4533089,0.4163807,0.38972092,0.5374496,0.2151182,0.2748605,0.24728188,0.2617054,0.31920817,0.2609077,0.34120247,0.2510929,0.3296469,0.3372522,0.25993073,0.34108222,3328.830808812161,800.6620294470287,0.16905150989260836,0.0715645923792043,0.114560604,0.056612868,disco,disco.00004.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00004.wav
-24.691769,73.7432,-11.558471,28.394289,6.2409563,2.465622,8.6340885,12.309108,-4.102859,13.385866,1.9154304,-0.97336847,0.6083647,2.3642092,-3.7914464,-0.933468,-0.8856284,-3.499582,-0.97060335,0.11684977,39.457653,24.089079,17.220089,14.525803,11.084063,10.130491,10.174913,8.574117,8.233427,7.2809334,6.3196807,7.562911,5.9977922,6.6699433,6.177231,6.536764,8.151552,8.855113,8.188007,9.491129,0.457388,0.37007317,0.45568144,0.3886622,0.49963483,0.4033771,0.37892792,0.55491704,0.48633808,0.5392055,0.39618436,0.4609316,0.31701553,0.26486918,0.30534396,0.2361705,0.30211905,0.2695959,0.22265546,0.3024573,0.25712678,0.32220745,0.23882797,0.29226667,2722.0804866206827,660.5576738154233,0.14455203596652477,0.06204898638445383,0.20725702,0.053770594,disco,disco.00005.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00005.wav
-14.574395,65.21034,-19.872639,31.508326,-4.8264484,11.862319,9.994609,5.9573913,-3.8033698,9.377889,-4.387916,3.339541,-4.444171,-1.2671182,-0.83626723,-2.202067,-4.7423997,-2.6242146,-7.4693303,0.22922221,30.93039,17.105383,18.387293,15.105892,11.807521,9.174662,11.118585,8.2863245,7.8685703,8.502997,7.898537,7.9095445,6.9436965,5.9288454,6.4574027,5.9513855,6.19879,6.7363453,7.2559686,6.6112423,0.4510387,0.4813242,0.3970596,0.5355884,0.48675144,0.33870232,0.42649776,0.5258799,0.6559699,0.4179198,0.4539757,0.5171439,0.2505824,0.29462087,0.24117985,0.2786619,0.2940395,0.21662429,0.26268324,0.25314367,0.29886568,0.2480678,0.2487417,0.3064311,2848.2245207476594,385.6632076680791,0.16366529907604488,0.0365991020079963,0.19194463,0.045976,disco,disco.00006.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00006.wav
-53.44801,56.161034,-6.3209867,31.619057,4.6533747,16.347412,4.1198163,1.8823282,-0.38823873,2.495932,-0.5415109,0.9562786,0.49564818,-0.1668209,-1.8157804,-2.5324876,0.81604815,-0.3422204,0.5600922,2.7850673,41.97893,27.940893,18.070724,17.83236,11.474495,10.28232,9.29366,9.42518,7.6130786,6.983411,7.6723604,7.0203705,6.446983,6.4744735,6.5801625,6.9619865,7.496485,7.0581937,7.9062266,7.9973097,0.43333894,0.4831737,0.35673678,0.34032744,0.44492674,0.4143247,0.41831493,0.35520658,0.47262624,0.56282794,0.41939598,0.47759607,0.2955019,0.31020597,0.25000685,0.24377315,0.3010286,0.2757192,0.29948303,0.23727906,0.2594377,0.32325557,0.24337618,0.3166707,3099.1841465490747,738.4402696155058,0.1402841101489938,0.05347043326100227,0.15960243,0.07000463,disco,disco.00007.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00007.wav
-32.467175,65.00107,-26.697556,30.282536,5.7431283,11.739748,-2.1584125,10.449982,-2.361821,5.3235164,-3.8081305,-0.8611962,-0.1878253,3.4654243,-3.0110605,0.4356225,-0.93142164,1.1783149,0.0062352703,2.8587081,40.185,20.366398,19.589163,14.708721,12.802708,11.102873,11.726041,8.998973,9.808547,8.631511,9.888234,7.6611137,8.235781,7.455326,7.7588434,8.624056,8.071898,8.148499,8.741658,9.046274,0.42254108,0.5016008,0.3993888,0.44684264,0.38326293,0.5177701,0.4916159,0.4173135,0.57983834,0.45876196,0.45281935,0.39233944,0.29562384,0.31194708,0.26001662,0.30552292,0.26007703,0.29910904,0.303192,0.27455342,0.31214878,0.27836633,0.28884065,0.27181068,2802.541418287883,556.5603868028409,0.16440792497097523,0.056134258539823005,0.19060382,0.07515676,disco,disco.00008.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00008.wav
-68.970566,63.131035,-15.854861,28.00219,8.1834755,7.321166,-4.936118,9.494793,-0.9736147,-1.6035987,-6.1901298,-3.9367528,-1.171013,-6.543671,-6.177693,-5.0452127,-4.4068336,-5.375081,-1.6540104,-0.8894558,64.309654,24.936666,23.190746,12.486236,12.329033,8.574099,7.948537,6.349574,7.1109,7.5462675,7.4331713,7.0682726,6.8562393,6.29458,6.586355,5.488528,6.517375,6.3578596,6.532165,6.842887,0.5567886,0.4800331,0.57195765,0.4932044,0.38024133,0.53418964,0.38704324,0.38602594,0.28992683,0.3029391,0.44450983,0.4789911,0.31364354,0.24528427,0.32140607,0.277714,0.21486437,0.30545402,0.22482991,0.26169628,0.20966926,0.22764611,0.28447694,0.2710426,3016.630571985955,753.0144032974318,0.17065354102167182,0.06878800778479255,0.11894808,0.04340286,disco,disco.00009.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00009.wav
-6.7841387,61.12633,-16.656654,27.431992,7.7223644,16.008894,4.6347065,11.4495,0.33629203,9.832176,3.1856217,5.025588,-1.8622084,1.4820429,0.94124126,-0.438225,-0.73170006,4.444671,-1.8448051,-0.6028676,34.24005,19.562664,17.192331,11.316622,12.35954,9.792343,10.226877,8.429041,7.865485,7.6238923,7.0206547,8.087631,7.1322393,6.592987,7.73463,7.746299,8.526847,8.044598,7.7599864,8.33454,0.43994278,0.4550086,0.39158133,0.46874025,0.42465225,0.5012541,0.39242843,0.38252378,0.49884334,0.42069468,0.48948386,0.38553387,0.31193572,0.3150297,0.24842334,0.32072437,0.2625314,0.31968632,0.27071553,0.25949797,0.3075462,0.26987872,0.34343204,0.267355,2877.646855543141,581.1825663089487,0.15032410990712075,0.05951471278529785,0.23285034,0.05503045,disco,disco.00010.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00010.wav
-41.327946,62.794346,7.325327,12.125494,6.3566365,9.265047,3.0930905,13.867353,0.16360408,8.0671015,-2.697001,-7.219517,-3.2453783,-1.9231242,0.5200374,-3.1877127,-5.547015,-9.166517,-10.670772,-5.9729233,38.87535,22.771818,18.879267,13.194746,10.341894,11.61776,11.073091,8.662072,8.45842,7.769757,8.394335,7.8169174,6.580534,6.901306,6.468499,6.7026243,6.966229,6.073809,6.915281,7.4761806,0.3549962,0.26702404,0.26480597,0.28735328,0.33110026,0.26040384,0.27304086,0.45629618,0.471297,0.6159604,0.4860944,0.4156361,0.31442797,0.26005518,0.26365754,0.2860355,0.2847039,0.2444837,0.23114187,0.31412733,0.26485768,0.3511738,0.29521495,0.26733258,3132.849239309041,792.5283414209126,0.13097653226586686,0.07374647961316932,0.18885729,0.045492128,disco,disco.00011.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00011.wav
-57.66927,68.38035,-15.251752,23.414114,14.855438,13.172661,2.1979194,12.811309,0.061214767,12.777958,0.039405752,3.3698213,0.8151105,1.0514908,0.54541034,2.9783313,2.9126883,4.022737,0.52523917,1.960363,48.412502,25.951035,19.474863,15.276276,11.566164,12.293129,9.454947,8.746152,9.774774,8.042651,8.472329,7.5141525,7.3429356,7.235091,6.5952353,8.905672,8.838209,9.414622,7.825466,8.164644,0.5490651,0.4233673,0.3739236,0.3493756,0.41212925,0.34279752,0.34235182,0.48141068,0.462651,0.5233919,0.42847544,0.4566133,0.35846442,0.2817717,0.28097048,0.26377818,0.29452342,0.27519032,0.2535073,0.313876,0.28170112,0.32620028,0.27609745,0.3109643,2739.0755703377026,699.1007048181152,0.13174939229392416,0.06218414451623731,0.1758003,0.060560875,disco,disco.00012.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00012.wav
-40.070427,56.209106,23.679754,31.92545,2.4516678,2.5737195,-2.4787798,3.092059,1.8828639,3.3509662,0.00014273818,-1.5209646,-2.4554946,-5.073821,-3.6762688,-7.849821,-3.038609,-2.7839167,-7.496366,-3.6325722,51.317043,20.145962,17.529343,14.475109,10.657239,10.6212635,10.955781,7.461232,9.846408,8.088451,6.708477,7.2238507,6.4381037,6.5471654,5.9836316,5.928626,7.4438386,6.7404323,8.364867,8.189322,0.2684253,0.31108877,0.3853694,0.41734135,0.58167386,0.49486956,0.47304484,0.48081923,0.44375402,0.45858893,0.35924447,0.38168296,0.18280749,0.22712559,0.27659354,0.2451218,0.32301942,0.28211343,0.32044744,0.31821164,0.25601548,0.325953,0.23394078,0.25606316,3391.8321168993366,769.1780774273367,0.15957688842395512,0.06959175580256804,0.1707804,0.048790105,disco,disco.00013.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00013.wav
-23.927662,61.220757,-0.9586992,25.331013,0.39423466,6.0302544,2.4890816,6.189192,-0.3292669,9.696876,-5.5078354,1.061818,-2.4369648,-0.56661993,-1.5567182,-0.896729,-6.7337766,-3.7109935,-4.4605083,-0.77398497,32.494637,19.2317,13.169732,10.753072,8.341041,9.081338,7.481739,6.187473,7.7263436,8.258092,6.731968,6.2398376,6.965564,6.149174,6.2357187,5.6876216,5.702707,6.1765065,6.074223,6.8946857,0.5521475,0.3281585,0.29118687,0.38045132,0.41945198,0.6166235,0.4280034,0.41209865,0.4307481,0.40844315,0.5546968,0.41255212,0.33203593,0.22907381,0.1937443,0.28127325,0.23085293,0.2994422,0.24803507,0.24036793,0.2767019,0.23424622,0.31353495,0.20769925,3087.483970853388,535.0500369905202,0.156306688999613,0.05200051163441934,0.17372327,0.034415472,disco,disco.00014.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00014.wav
-46.826416,103.7258,22.146416,9.233178,2.2635014,-4.791668,4.809458,0.9585231,-9.410542,-1.0655137,-0.8630862,-5.27438,-1.7578694,-3.6494381,-4.312637,-0.086329125,-2.5016925,0.5423791,2.5184677,-3.5447366,50.17282,29.796513,19.9726,13.597399,12.049892,10.687335,11.905966,7.5169997,7.6584535,9.354075,7.7389703,7.060204,7.732053,6.67768,6.2903447,5.986448,6.6058574,5.7238736,6.13364,6.848545,0.39263284,0.32175174,0.46526638,0.39059967,0.51917475,0.39708987,0.45181638,0.47827417,0.2985859,0.44613415,0.31360754,0.50078994,0.25387856,0.22571029,0.31250647,0.2771445,0.30584803,0.25889003,0.28908002,0.30839375,0.17393023,0.31536075,0.18897073,0.31418276,2361.735960891677,831.5797676422137,0.09018917497097523,0.03945344429217535,0.2158627,0.0460096,disco,disco.00015.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00015.wav
-36.030983,83.65931,-2.7294111,32.392513,9.196342,4.1342163,0.03383908,11.114395,-2.8908205,7.905869,0.61443704,3.6502342,3.7515378,4.070797,-3.3186333,0.09888028,-3.843196,-0.50684434,-3.4149015,-0.77121055,43.438545,27.224272,17.70173,12.769865,8.717133,9.906214,9.379091,7.7905393,7.6764183,7.008977,8.184441,6.7261953,7.861987,6.4655027,7.2440286,8.320415,7.4750056,7.5802236,7.571207,8.024308,0.45528975,0.507877,0.4554805,0.45138356,0.5272886,0.40566474,0.41065747,0.33931902,0.33447593,0.433909,0.41866535,0.47481298,0.2780225,0.3035423,0.2811213,0.28273863,0.30148897,0.27158698,0.31482592,0.25970572,0.23973817,0.29715666,0.260171,0.29225993,2522.8702609517236,723.1552833297678,0.11443506010545666,0.047486323089410205,0.20560874,0.044032417,disco,disco.00016.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00016.wav
-98.156845,92.40119,2.6636734,19.337896,3.586051,-1.7657076,-1.7049835,-3.1714423,-9.09204,-4.0804567,-5.1855764,-5.48785,-4.233516,-3.7713585,-1.7159789,-5.584647,-4.687199,-2.7077785,-1.8423917,-3.09303,58.651077,29.34543,20.767262,16.811556,13.791771,11.836869,8.58742,8.627951,8.806225,7.3462505,8.0710535,7.249453,6.8319206,5.924105,5.8474708,6.580811,5.472355,6.2354074,7.6973667,5.470861,0.48665446,0.36136967,0.528778,0.43136162,0.38047558,0.43285656,0.3746722,0.5203525,0.2694106,0.2842316,0.44647008,0.3397504,0.34180632,0.19488889,0.31978768,0.3000256,0.25557706,0.3114629,0.2127947,0.34127972,0.17046331,0.19912651,0.30848205,0.19527268,2564.6775896822555,941.9069827990163,0.12076004075561146,0.06479467245650906,0.11607086,0.05913387,disco,disco.00017.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00017.wav
-73.150406,71.752396,12.095572,1.3943439,4.529426,10.863227,3.870923,0.9386611,-5.9797716,9.034468,-2.3677688,3.5552127,-0.14264001,3.109238,-0.07392056,0.36490574,1.084568,1.5209072,2.3046873,1.9287057,61.51963,22.724756,23.54708,21.13056,15.272299,14.236675,13.14716,10.779795,11.660251,9.495133,9.596479,8.403229,8.932306,8.439162,8.384109,9.084298,8.327972,8.864814,9.572725,9.924231,0.36178344,0.43799767,0.29673454,0.34031397,0.29759434,0.2812512,0.40873644,0.36493587,0.49123323,0.32736292,0.3846244,0.44794396,0.26398316,0.32938847,0.22508036,0.28520998,0.27874133,0.22619662,0.33374527,0.26230207,0.3490243,0.25793332,0.30553013,0.3309779,3043.380831699277,674.2775552824797,0.14359928284636223,0.052447509908184614,0.1386678,0.047658473,disco,disco.00018.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00018.wav
-95.10371,109.35317,-30.161179,16.358658,20.03973,11.962816,3.48553,6.1739693,5.2001824,8.620757,0.34259653,0.38362703,0.53627163,-1.8029801,0.9774777,-0.063978635,-3.6734533,-2.1387339,-3.6518173,-4.407776,92.61107,40.46224,29.302103,15.944222,17.428415,8.250352,10.454784,6.8345604,5.7912397,6.0691442,5.8079505,6.0528955,6.054369,5.7611394,5.4111557,5.6300826,5.8848195,5.4834886,5.8546124,5.734445,0.3690211,0.37296775,0.53371495,0.50348854,0.44065475,0.47487184,0.36040324,0.43754214,0.3848469,0.5146555,0.57632667,0.3708334,0.29233742,0.22299208,0.3043714,0.31920335,0.2748024,0.28246695,0.2190741,0.29161718,0.25556558,0.2941685,0.31257516,0.23893687,2117.5507614054177,961.4880400196917,0.10366263847232972,0.05283107384774578,0.14695053,0.05662692,disco,disco.00019.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00019.wav
-103.961624,105.80915,-14.325732,36.73847,-10.348668,16.81085,-6.8228097,8.140346,-4.461959,0.98826367,-10.006155,0.38354298,-1.7078525,2.9656322,-0.89472985,-3.0466807,-4.439489,-6.513695,-8.457305,-2.7770846,54.643642,37.667496,20.955404,15.266929,14.118836,9.335332,8.748294,8.629217,8.166337,8.880453,8.82407,7.991812,7.4993625,7.4599977,6.9481287,6.286925,7.0624394,6.9467335,8.236765,7.9901567,0.34236842,0.34181082,0.322401,0.41212857,0.29366297,0.24763073,0.34731537,0.24552424,0.2859821,0.29709023,0.41283822,0.56377304,0.2640786,0.31032497,0.26491922,0.31829572,0.27177057,0.21495563,0.31509745,0.22535902,0.27094474,0.2572516,0.29435372,0.35783678,2117.828754709546,717.2307684145588,0.10330171850812693,0.04704912919051391,0.124615744,0.028856877,disco,disco.00020.wav,c:\Users\darsh\Documents\Codex\2026-04-27\i-am-a-first-year-computer\Data\genres_original\disco\disco.00020.wav
